Date;Heure;Min;Sec;stationCode;stationName;stationState;stationKioskState;stationNbEDock;stationNbBike;stationNbEBike;nbFreeDock;nbFreeEDock;stationNbBikeOverflow;stationNbEBikeOverflow;stationInsertedInDb;stationOperativeDate
9/05/19;17;52;10;2035;Childebert/Rivière;OPEN;0;23;1;0;22;0;0;0;2019-05-08 19:23:32;2019-05-09 07:27:38;
9/05/19;17;52;10;9022;Rue Masaryk / Saint Cyr;OPEN;0;13;10;0;3;0;0;0;2019-05-08 19:23:32;2019-05-08 19:49:39;
9/05/19;17;52;10;10048;Place Marengo;OPEN;0;27;21;0;2;0;0;0;2019-05-08 19:23:30;2019-05-08 20:20:44;
9/05/19;17;52;10;10121;Parc du Centre;OPEN;0;16;6;0;10;0;0;0;2019-05-08 19:23:36;2019-05-09 07:27:38;
9/05/19;17;52;10;2014;Jacobins;OPEN;0;16;5;0;21;0;0;0;2019-05-08 19:23:37;2019-05-08 19:49:39;
9/05/19;17;52;10;4014;Philippe de Lassalle / Pillement;OPEN;0;13;10;0;2;0;0;0;2019-05-08 19:23:36;2019-05-09 07:27:38;
9/05/19;17;52;10;3099;Place Sainte Anne;OPEN;0;18;14;0;2;0;0;0;2019-05-08 19:23:36;2019-05-09 07:27:38;
9/05/19;17;52;10;2001;Bellecour / République;OPEN;0;18;10;0;7;0;0;0;2019-05-08 19:23:35;2019-05-08 19:49:39;
9/05/19;17;52;10;3044;Quai Augagneur;OPEN;0;19;8;0;10;0;0;0;2019-05-08 19:23:38;2019-05-08 19:49:39;
9/05/19;17;52;11;6035;Cité Internationale;OPEN;0;21;3;0;18;0;0;0;2019-05-08 19:23:25;2019-05-09 07:27:38;
9/05/19;17;52;11;1036;Aveyron;OPEN;0;17;6;0;10;0;0;0;2019-05-08 19:23:23;2019-05-09 07:27:38;
9/05/19;17;52;11;7038;Place Stalingard;OPEN;0;13;6;0;7;0;0;0;2019-05-08 19:23:40;2019-05-09 07:27:38;
9/05/19;17;52;11;5029;Place Gerson;OPEN;0;20;14;0;6;0;0;0;2019-05-08 19:23:25;2019-05-08 20:08:17;
9/05/19;17;52;11;2004;Perrache / Carnot;OPEN;0;18;4;0;13;0;0;0;2019-05-08 19:23:23;2019-05-08 20:08:17;
9/05/19;17;52;11;7009;Jean Jaurès;OPEN;0;16;7;0;9;0;0;0;2019-05-08 19:23:24;2019-05-08 20:08:17;
9/05/19;17;52;11;3101;Patinoire Baraban;OPEN;0;20;11;0;8;0;0;0;2019-05-08 19:23:22;2019-05-08 20:08:17;
9/05/19;17;52;11;9003;Place Valmy;OPEN;0;16;3;0;13;0;0;0;2019-05-08 19:23:28;2019-05-09 07:27:38;
9/05/19;17;52;11;8011;Place Lebret;OPEN;0;14;2;0;12;0;0;0;2019-05-08 19:23:28;2019-05-08 20:20:44;
9/05/19;17;52;11;2015;Place de la République;OPEN;0;27;2;0;25;0;0;0;2019-05-08 19:23:21;2019-05-09 07:27:38;
9/05/19;17;52;11;1022;Place Tolozan;OPEN;0;30;20;0;9;0;0;0;2019-05-08 19:23:23;2019-05-08 19:49:39;
9/05/19;17;52;11;8007;Frères Lumière;OPEN;0;15;13;0;2;0;0;0;2019-05-08 19:23:46;2019-05-09 07:27:38;
9/05/19;17;52;11;3029;Place Aristide Briand;OPEN;0;38;18;0;3;0;0;0;2019-05-08 19:23:37;2019-05-08 19:49:39;
9/05/19;17;52;11;10046;Charmettes / Zola;OPEN;0;24;0;0;24;0;0;0;2019-05-08 19:23:24;2019-05-08 20:08:17;
9/05/19;17;52;11;3009;Musée Africain;OPEN;0;22;1;0;21;0;0;0;2019-05-08 19:23:46;2019-05-08 20:20:44;
9/05/19;17;52;11;3015;Servient / Garibaldi;OPEN;0;17;2;0;14;0;0;0;2019-05-08 19:23:21;2019-05-08 19:49:39;
9/05/19;17;52;11;7018;Lycée Louise Labé;OPEN;0;20;2;0;17;0;0;0;2019-05-08 19:23:21;2019-05-08 20:08:17;
9/05/19;17;52;11;3007;Place d'Arsonval;OPEN;0;32;3;0;27;0;0;0;2019-05-08 19:23:20;2019-05-08 19:49:39;
9/05/19;17;52;11;8054;Martinière Monplaisir;OPEN;0;20;4;0;16;0;0;0;2019-05-08 19:23:47;2019-05-08 20:08:17;
9/05/19;17;52;11;9004;Gare de Vaise;OPEN;0;22;13;0;7;0;0;0;2019-05-08 19:23:45;2019-05-08 19:49:39;
9/05/19;17;52;11;4004;Hénon;OPEN;0;22;1;0;21;0;0;0;2019-05-08 19:23:48;2019-05-08 20:08:17;
9/05/19;17;52;11;7030;Quartier Général Frère;OPEN;0;30;17;0;13;0;0;0;2019-05-08 19:23:48;2019-05-08 20:08:17;
9/05/19;17;52;11;5005;Saint Paul;OPEN;0;23;3;0;20;0;0;0;2019-05-08 19:23:49;2019-05-09 07:27:38;
9/05/19;17;52;11;8038;Albert Thomas / Villon;OPEN;0;20;2;0;18;0;0;0;2019-05-08 19:23:49;2019-05-08 19:49:39;
9/05/19;17;52;11;10036;Stalingrad;OPEN;0;16;2;0;14;0;0;0;2019-05-08 19:23:52;2019-05-09 07:27:38;
9/05/19;17;52;11;6006;Boulevard des Belges;OPEN;0;15;2;0;13;0;0;0;2019-05-08 19:23:53;2019-05-08 20:20:45;
9/05/19;17;52;11;5001;Place Varillon (funiculaire St Just);OPEN;0;23;14;0;9;0;0;0;2019-05-08 19:23:54;2019-05-09 07:27:38;
9/05/19;17;52;11;7035;Marseille / Université;OPEN;0;29;1;0;39;0;0;0;2019-05-08 19:23:55;2019-05-08 19:49:39;
9/05/19;17;53;10;6036;Musée d'art contemporain;OPEN;0;23;4;0;18;0;0;0;2019-05-08 19:23:38;2019-05-08 19:49:39;
9/05/19;17;53;10;1032;Pizay;OPEN;0;22;10;0;12;0;0;0;2019-05-08 19:23:39;2019-05-09 07:27:38;
9/05/19;17;53;10;3043;Place Rouget de L'Isle;OPEN;0;16;3;0;13;0;0;0;2019-05-08 19:23:19;2019-05-08 20:20:44;
9/05/19;17;53;10;6001;Gare des Brotteaux;OPEN;0;16;1;0;15;0;0;0;2019-05-08 19:23:41;2019-05-08 20:20:44;
9/05/19;17;53;10;10113;Gare de Villeurbanne;OPEN;0;22;2;0;20;0;0;0;2019-05-08 19:23:42;2019-05-08 20:20:44;
9/05/19;17;53;10;2013;Célestins;OPEN;0;22;21;0;1;0;0;0;2019-05-08 19:23:48;2019-05-09 07:27:38;
9/05/19;17;53;10;4006;Philippe de Lassalle;OPEN;0;22;1;0;21;0;0;0;2019-05-08 19:23:26;2019-05-09 07:27:38;
9/05/19;17;53;10;6002;Porte des Enfants du Rhône;OPEN;0;29;26;0;3;0;0;0;2019-05-08 19:23:27;2019-05-09 07:27:38;
9/05/19;17;53;10;3008;Institut Lumière;OPEN;0;18;1;0;17;0;0;0;2019-05-08 19:23:26;2019-05-09 07:27:38;
9/05/19;17;53;10;7021;Challemel Lacour / Gerland;OPEN;0;12;4;0;7;0;0;0;2019-05-08 19:23:32;2019-05-09 07:27:38;
9/05/19;17;53;10;3016;Liberté / Part Dieu;OPEN;0;18;1;0;17;0;0;0;2019-05-08 19:23:33;2019-05-08 20:08:17;
9/05/19;17;53;10;3088;Place Guichard;OPEN;0;16;4;0;12;0;0;0;2019-05-08 19:23:40;2019-05-09 07:27:38;
9/05/19;17;53;10;10059;Anatole France / Zola;OPEN;0;13;7;0;6;0;0;0;2019-05-08 19:23:31;2019-05-08 19:49:39;
9/05/19;17;53;10;7062;Garibaldi / Domer;OPEN;0;19;4;0;15;0;0;0;2019-05-08 19:23:27;2019-05-08 20:08:17;
9/05/19;17;53;10;8053;Lumière/Trouilhet;OPEN;0;16;3;0;13;0;0;0;2019-05-08 19:23:32;2019-05-08 20:20:44;
9/05/19;17;53;10;10053;Rossellini / 11 Novembre;OPEN;0;20;1;0;18;0;0;0;2019-05-08 19:23:27;2019-05-08 20:08:17;
9/05/19;17;53;10;7031;Jaurès / Gerland;OPEN;0;20;13;0;7;0;0;0;2019-05-08 19:23:19;2019-05-08 20:08:17;
9/05/19;17;53;10;6007;Masséna;OPEN;0;20;11;0;9;0;0;0;2019-05-08 19:23:20;2019-05-08 19:49:39;
9/05/19;17;53;10;3086;Feuillat / Lacassagne;OPEN;0;16;12;0;2;0;0;0;2019-05-08 19:23:48;2019-05-08 20:20:44;
9/05/19;17;53;10;10008;Salengro / Vaillant;OPEN;0;24;1;0;23;0;0;0;2019-05-08 19:23:43;2019-05-08 20:08:17;
9/05/19;17;53;10;10006;Charpennes;OPEN;0;32;0;0;32;0;0;0;2019-05-08 19:23:22;2019-05-08 19:49:39;
9/05/19;17;53;10;6012;Place Puvis de Chavannes;OPEN;0;10;1;0;9;0;0;0;2019-05-08 19:23:29;2019-05-08 20:20:44;
9/05/19;17;53;10;8009;Jean XXIII / Mermoz;OPEN;0;20;1;0;19;0;0;0;2019-05-08 19:23:29;2019-05-08 20:08:17;
9/05/19;17;53;10;7061;Jaurès / Université;OPEN;0;20;10;0;10;0;0;0;2019-05-08 19:23:39;2019-05-08 20:08:17;
9/05/19;17;53;10;6021;Garibaldi;OPEN;0;11;7;0;4;0;0;0;2019-05-08 19:23:27;2019-05-08 20:08:17;
9/05/19;17;53;10;3083;Les Halles;OPEN;0;18;0;0;17;0;0;0;2019-05-08 19:23:43;2019-05-09 07:27:38;
9/05/19;17;53;10;6033;Créqui / Lafayette;OPEN;0;15;1;0;14;0;0;0;2019-05-08 19:23:29;2019-05-08 20:20:44;
9/05/19;17;53;10;2035;Childebert/Rivière;OPEN;0;23;0;0;23;0;0;0;2019-05-08 19:23:32;2019-05-09 07:27:38;
9/05/19;17;53;10;1021;Terreaux / Beaux Arts;OPEN;0;11;11;0;0;0;0;0;2019-05-08 19:23:32;2019-05-08 20:08:17;
9/05/19;17;53;10;2022;Place Carnot;OPEN;0;30;14;0;14;0;0;0;2019-05-08 19:23:30;2019-05-08 19:49:39;
9/05/19;17;53;10;8015;Bd Jean XXIII;OPEN;0;16;3;0;13;0;0;0;2019-05-08 19:23:51;2019-05-09 07:27:38;
9/05/19;17;53;10;4014;Philippe de Lassalle / Pillement;OPEN;0;13;12;0;0;0;0;0;2019-05-08 19:23:36;2019-05-09 07:27:38;
9/05/19;17;53;10;3099;Place Sainte Anne;OPEN;0;18;15;0;1;0;0;0;2019-05-08 19:23:36;2019-05-09 07:27:38;
9/05/19;17;53;10;8001;Université Lyon III;OPEN;0;26;12;0;14;0;0;0;2019-05-08 19:23:40;2019-05-08 20:20:44;
9/05/19;17;53;10;2017;République / Ferrandière;OPEN;0;15;6;0;7;0;0;0;2019-05-08 19:23:37;2019-05-08 19:49:39;
9/05/19;17;53;10;8057;Vienne  / Montagny;OPEN;0;20;2;0;18;0;0;0;2019-05-08 19:23:30;2019-05-08 20:08:17;
9/05/19;17;53;10;1002;Opéra;OPEN;0;22;20;0;2;0;0;0;2019-05-08 19:23:31;2019-05-08 19:49:39;
9/05/19;17;53;10;3003;Part Dieu / Deruelle;OPEN;0;30;1;0;19;0;0;0;2019-05-08 19:23:41;2019-05-08 20:08:17;
9/05/19;17;53;10;8034;Berthelot / Villon;OPEN;0;13;3;0;10;0;0;0;2019-05-08 19:23:38;2019-05-08 19:49:39;
9/05/19;17;53;10;5041;L'Homme de la Roche;OPEN;0;21;20;0;1;0;0;0;2019-05-08 19:23:42;2019-05-09 07:27:38;
9/05/19;17;53;10;5009;Place Ennemond Fousseret;OPEN;0;16;9;0;6;0;0;0;2019-05-08 19:23:42;2019-05-08 20:20:44;
9/05/19;17;53;10;8030;Laënnec;OPEN;0;16;0;0;15;0;0;0;2019-05-08 19:23:38;2019-05-08 19:49:39;
9/05/19;17;53;10;7038;Place Stalingard;OPEN;0;13;5;0;8;0;0;0;2019-05-08 19:23:40;2019-05-09 07:27:38;
9/05/19;17;53;10;10089;Colin /Ottavi;OPEN;0;15;4;0;11;0;0;0;2019-05-08 19:23:25;2019-05-08 20:08:17;
9/05/19;17;53;10;1031;Place de la Paix;OPEN;0;20;3;0;17;0;0;0;2019-05-08 19:23:25;2019-05-09 07:38:23;
9/05/19;17;53;10;6035;Cité Internationale;OPEN;0;21;2;0;19;0;0;0;2019-05-08 19:23:25;2019-05-09 07:27:38;
9/05/19;17;53;10;1036;Aveyron;OPEN;0;17;13;0;3;0;0;0;2019-05-08 19:23:23;2019-05-09 07:27:38;
9/05/19;17;53;10;3080;Part-Dieu / Villette;OPEN;0;30;1;0;29;0;0;0;2019-05-08 19:23:25;2019-05-08 19:49:39;
9/05/19;17;53;10;10079;Anatole France / Barbusse;OPEN;0;20;10;0;10;0;0;0;2019-05-08 19:23:24;2019-05-08 20:08:17;
9/05/19;17;53;10;3101;Patinoire Baraban;OPEN;0;20;12;0;7;0;0;0;2019-05-08 19:23:22;2019-05-08 20:08:17;
9/05/19;17;53;10;3103;Place Danton;OPEN;0;18;0;0;18;0;0;0;2019-05-08 19:23:22;2019-05-08 19:49:39;
9/05/19;17;53;10;6031;Lafayette / Corneille;OPEN;0;13;1;0;12;0;0;0;2019-05-08 19:23:22;2019-05-08 19:49:39;
9/05/19;17;53;10;8010;Place Mendès France;OPEN;0;20;8;0;11;0;0;0;2019-05-08 19:23:36;2019-05-08 20:08:17;
9/05/19;17;53;10;4001;Conservatoire bis;OPEN;0;22;3;0;18;0;0;0;2019-05-08 19:23:41;2019-05-09 19:19:17;
9/05/19;17;53;10;1022;Place Tolozan;OPEN;0;30;19;0;10;0;0;0;2019-05-08 19:23:23;2019-05-08 19:49:39;
9/05/19;17;53;10;7014;Marseille / Félissent;OPEN;0;15;2;0;10;0;0;0;2019-05-08 19:23:45;2019-05-08 20:08:17;
9/05/19;17;53;10;8007;Frères Lumière;OPEN;0;15;14;0;1;0;0;0;2019-05-08 19:23:46;2019-05-09 07:27:38;
9/05/19;17;53;10;4012;Place Adrien Godien;OPEN;0;18;17;0;1;0;0;0;2019-05-08 19:23:46;2019-05-08 20:20:44;
9/05/19;17;53;11;7018;Lycée Louise Labé;OPEN;0;20;1;0;18;0;0;0;2019-05-08 19:23:21;2019-05-08 20:08:17;
9/05/19;17;53;11;3029;Place Aristide Briand;OPEN;0;38;19;0;2;0;0;0;2019-05-08 19:23:37;2019-05-08 19:49:39;
9/05/19;17;53;11;4003;1, Place Cdt Arnaud;OPEN;0;17;7;0;10;0;0;0;2019-05-08 19:23:37;2019-05-09 07:59:42;
9/05/19;17;53;11;7002;Universités Lyon III / Lyon II;OPEN;0;29;4;0;25;0;0;0;2019-05-08 19:23:46;2019-05-09 07:27:38;
9/05/19;17;53;11;3007;Place d'Arsonval;OPEN;0;32;4;0;26;0;0;0;2019-05-08 19:23:20;2019-05-08 19:49:39;
9/05/19;17;53;11;6005;Place Edgar Quinet;OPEN;0;20;9;0;11;0;0;0;2019-05-08 19:23:46;2019-05-08 20:08:17;
9/05/19;17;53;11;6023;Quai Sarrail;OPEN;0;14;8;0;6;0;0;0;2019-05-08 19:23:46;2019-05-08 20:08:17;
9/05/19;17;53;11;7010;Centre Berthelot;OPEN;0;20;3;0;16;0;0;0;2019-05-08 19:23:47;2019-05-08 20:08:17;
9/05/19;17;53;11;10025;Totem;OPEN;0;16;16;0;0;0;0;0;2019-05-08 19:23:38;2019-05-08 20:08:17;
9/05/19;17;53;11;7039;Guillotière / Madeleine;OPEN;0;10;5;0;5;0;0;0;2019-05-08 19:23:47;2019-05-08 20:20:44;
9/05/19;17;53;11;7001;Place Gabriel Péri;OPEN;0;20;14;0;6;0;0;0;2019-05-08 19:23:48;2019-05-08 20:08:17;
9/05/19;17;53;11;4004;Hénon;OPEN;0;22;0;0;22;0;0;0;2019-05-08 19:23:48;2019-05-08 20:08:17;
9/05/19;17;53;11;7003;Gambetta / Garibaldi;OPEN;0;30;12;0;14;0;0;0;2019-05-08 19:23:48;2019-05-08 20:08:17;
9/05/19;17;53;11;10028;Ecole de musique;OPEN;0;24;21;0;2;0;0;0;2019-05-08 19:23:49;2019-05-08 19:49:39;
9/05/19;17;53;11;5005;Saint Paul;OPEN;0;23;4;0;19;0;0;0;2019-05-08 19:23:49;2019-05-09 07:27:38;
9/05/19;17;53;11;6020;Musée Guimet;OPEN;0;15;8;0;7;0;0;0;2019-05-08 19:23:49;2019-05-09 07:27:38;
9/05/19;17;53;11;6041;Cité Internationale / Tête d'Or nord;OPEN;0;22;0;0;22;0;0;0;2019-05-08 19:23:50;2019-05-09 07:27:38;
9/05/19;17;53;11;3053;Gambetta / Jusserand;OPEN;0;13;3;0;9;0;0;0;2019-05-08 19:23:50;2019-05-08 20:20:45;
9/05/19;17;53;11;1016;Pêcherie;OPEN;0;17;13;0;4;0;0;0;2019-05-08 19:23:50;2019-05-08 20:08:17;
9/05/19;17;53;11;4026;Birmingham;OPEN;0;20;6;0;14;0;0;0;2019-05-08 19:23:52;2019-05-09 07:27:38;
9/05/19;17;53;11;10005;Bd du 11 novembre;OPEN;0;35;2;0;33;0;0;0;2019-05-08 19:23:52;2019-05-08 20:08:17;
9/05/19;17;53;11;2012;Gailleton;OPEN;0;16;0;0;16;0;0;0;2019-05-08 19:23:52;2019-05-08 19:49:39;
9/05/19;17;53;11;6006;Boulevard des Belges;OPEN;0;15;0;0;15;0;0;0;2019-05-08 19:23:53;2019-05-08 20:20:45;
9/05/19;17;53;11;10002;INSA;OPEN;0;40;0;0;40;0;0;0;2019-05-08 19:23:53;2019-05-08 20:08:18;
9/05/19;17;53;11;3100;Sisley / Dauphiné;OPEN;0;17;4;0;13;0;0;0;2019-05-08 19:23:53;2019-05-08 20:08:18;
9/05/19;17;53;11;10027;Mairie de Villeurbanne;OPEN;0;26;20;0;5;0;0;0;2019-05-08 19:23:53;2019-05-09 07:27:38;
9/05/19;17;53;11;3018;Créqui / Voltaire;OPEN;0;30;1;0;27;0;0;0;2019-05-08 19:23:54;2019-05-08 19:49:39;
9/05/19;17;53;11;7035;Marseille / Université;OPEN;0;29;0;0;40;0;0;0;2019-05-08 19:23:55;2019-05-08 19:49:39;
9/05/19;17;55;10;6036;Musée d'art contemporain;OPEN;0;23;5;0;17;0;0;0;2019-05-08 19:23:38;2019-05-08 19:49:39;
9/05/19;17;55;10;4042;Grégory Coupet;OPEN;0;16;6;0;10;0;0;0;2019-05-08 19:23:32;2019-05-09 19:19:17;
9/05/19;17;55;10;8040;Ambroise Paré;OPEN;0;24;8;0;16;0;0;0;2019-05-08 19:23:41;2019-05-09 07:27:38;
9/05/19;17;55;10;10113;Gare de Villeurbanne;OPEN;0;22;1;0;21;0;0;0;2019-05-08 19:23:42;2019-05-08 20:20:44;
9/05/19;17;55;10;7033;St Luc / St Joseph;OPEN;0;28;1;0;27;0;0;0;2019-05-08 19:23:33;2019-05-08 19:49:39;
9/05/19;17;55;10;3011;Part Dieu / Cuirassier;OPEN;0;59;3;0;55;0;0;0;2019-05-08 19:23:40;2019-05-08 19:49:39;
9/05/19;17;55;10;8024;Mermoz / Michelet;OPEN;0;12;3;0;9;0;0;0;2019-05-08 19:23:34;2019-05-08 20:20:44;
9/05/19;17;55;10;8029;Etats Unis / Lévigne;OPEN;0;20;3;0;17;0;0;0;2019-05-08 19:23:46;2019-05-08 20:08:17;
9/05/19;17;55;10;10018;Tolstoï / Florian;OPEN;0;21;17;0;4;0;0;0;2019-05-08 19:23:26;2019-05-08 20:20:44;
9/05/19;17;55;10;2037;Place des Archives;OPEN;0;30;8;0;31;0;0;0;2019-05-08 19:23:28;2019-05-09 07:27:38;
9/05/19;17;55;10;3013;Place Antoinette;OPEN;0;21;17;0;4;0;0;0;2019-05-08 19:23:43;2019-05-08 19:49:39;
9/05/19;17;55;10;6012;Place Puvis de Chavannes;OPEN;0;10;3;0;7;0;0;0;2019-05-08 19:23:29;2019-05-08 20:20:44;
9/05/19;17;55;10;9002;Mairie du 9e;OPEN;0;22;7;0;14;0;0;0;2019-05-08 19:23:41;2019-05-08 19:49:39;
9/05/19;17;55;10;8001;Université Lyon III;OPEN;0;26;11;0;15;0;0;0;2019-05-08 19:23:40;2019-05-08 20:20:44;
9/05/19;17;55;10;2014;Jacobins;OPEN;0;16;4;0;22;0;0;0;2019-05-08 19:23:37;2019-05-08 19:49:39;
9/05/19;17;55;10;2017;République / Ferrandière;OPEN;0;15;5;0;8;0;0;0;2019-05-08 19:23:37;2019-05-08 19:49:39;
9/05/19;17;55;10;7004;Mairie du 7ème;OPEN;0;30;12;0;18;0;0;0;2019-05-08 19:23:42;2019-05-08 20:08:17;
9/05/19;17;55;10;3003;Part Dieu / Deruelle;OPEN;0;30;2;0;18;0;0;0;2019-05-08 19:23:41;2019-05-08 20:08:17;
9/05/19;17;55;10;1031;Place de la Paix;OPEN;0;20;4;0;16;0;0;0;2019-05-08 19:23:25;2019-05-09 07:38:23;
9/05/19;17;55;10;10089;Colin /Ottavi;OPEN;0;15;3;0;12;0;0;0;2019-05-08 19:23:25;2019-05-08 20:08:17;
9/05/19;17;55;10;4021;Tabareau;OPEN;0;10;3;0;7;0;0;0;2019-05-08 19:23:22;2019-05-09 07:27:38;
9/05/19;17;55;10;6031;Lafayette / Corneille;OPEN;0;13;0;0;13;0;0;0;2019-05-08 19:23:22;2019-05-08 19:49:39;
9/05/19;17;55;10;2004;Perrache / Carnot;OPEN;0;18;2;0;15;0;0;0;2019-05-08 19:23:23;2019-05-08 20:08:17;
9/05/19;17;55;10;7009;Jean Jaurès;OPEN;0;16;6;0;10;0;0;0;2019-05-08 19:23:24;2019-05-08 20:08:17;
9/05/19;17;55;10;3101;Patinoire Baraban;OPEN;0;20;13;0;6;0;0;0;2019-05-08 19:23:22;2019-05-08 20:08:17;
9/05/19;17;55;10;10043;Salengro / Feyssine;OPEN;0;20;12;0;7;0;0;0;2019-05-08 19:23:20;2019-05-09 07:27:38;
9/05/19;17;55;10;3082;Place Bahadourian;OPEN;0;18;7;0;11;0;0;0;2019-05-08 19:23:24;2019-05-08 20:08:17;
9/05/19;17;55;10;1022;Place Tolozan;OPEN;0;30;18;0;11;0;0;0;2019-05-08 19:23:23;2019-05-08 19:49:39;
9/05/19;17;55;10;7014;Marseille / Félissent;OPEN;0;15;4;0;8;0;0;0;2019-05-08 19:23:45;2019-05-08 20:08:17;
9/05/19;17;55;11;7020;Parc de Gerland;OPEN;0;26;7;0;14;0;0;0;2019-05-08 19:23:20;2019-05-09 07:27:38;
9/05/19;17;55;11;3029;Place Aristide Briand;OPEN;0;38;18;0;3;0;0;0;2019-05-08 19:23:37;2019-05-08 19:49:39;
9/05/19;17;55;11;4012;Place Adrien Godien;OPEN;0;18;16;0;2;0;0;0;2019-05-08 19:23:46;2019-05-08 20:20:44;
9/05/19;17;55;11;3015;Servient / Garibaldi;OPEN;0;17;2;0;15;0;0;0;2019-05-08 19:23:21;2019-05-08 19:49:39;
9/05/19;17;55;11;10102;DOUA / Gaston Berger;OPEN;0;30;1;0;28;0;0;0;2019-05-08 19:23:46;2019-05-08 19:49:39;
9/05/19;17;55;11;7022;Jaurès / Lagrange;OPEN;0;30;2;0;28;0;0;0;2019-05-08 19:23:20;2019-05-08 20:08:17;
9/05/19;17;55;11;7039;Guillotière / Madeleine;OPEN;0;10;4;0;6;0;0;0;2019-05-08 19:23:47;2019-05-08 20:20:44;
9/05/19;17;55;11;1024;Rouville;OPEN;0;17;5;0;12;0;0;0;2019-05-08 19:23:49;2019-05-09 07:27:38;
9/05/19;17;55;11;7013;Halle Tony Garnier;OPEN;0;20;0;0;20;0;0;0;2019-05-08 19:23:50;2019-05-09 07:27:38;
9/05/19;17;55;11;3039;Place Bir Hakeim;OPEN;0;19;6;0;7;0;0;0;2019-05-08 19:23:50;2019-05-08 20:08:17;
9/05/19;17;55;11;4026;Birmingham;OPEN;0;20;6;0;13;0;0;0;2019-05-08 19:23:52;2019-05-09 07:27:38;
9/05/19;17;55;11;7057;Jaurès / Bollier;OPEN;0;34;6;0;17;0;0;0;2019-05-08 19:23:52;2019-05-08 19:49:39;
9/05/19;17;55;11;10120;Salengro / Descartes;OPEN;0;15;0;0;15;0;0;0;2019-05-08 19:23:55;2019-05-08 20:08:18;
9/05/19;17;56;10;8052;Clinique Montplaisir;OPEN;0;16;12;0;3;0;0;0;2019-05-08 19:23:21;2019-05-08 20:20:44;
9/05/19;17;56;10;8025;Dumont / Jouvet;OPEN;0;17;9;0;8;0;0;0;2019-05-08 19:23:48;2019-05-08 20:08:17;
9/05/19;17;56;10;10024;Maisons Neuves;OPEN;0;23;7;0;3;0;0;0;2019-05-08 19:23:40;2019-05-09 07:27:38;
9/05/19;17;56;10;3021;Place de la Ferrandière;OPEN;0;20;12;0;7;0;0;0;2019-05-08 19:23:35;2019-05-09 07:27:38;
9/05/19;17;56;10;1001;Terreaux / Terme;OPEN;0;16;9;0;7;0;0;0;2019-05-08 19:23:30;2019-05-09 07:38:23;
9/05/19;17;56;10;10074;Zola / Passage Rey;OPEN;0;19;5;0;14;0;0;0;2019-05-08 19:23:51;2019-05-08 19:49:39;
9/05/19;17;56;10;6043;Cité Internationale - Cinéma;OPEN;0;32;0;0;32;0;0;0;2019-05-08 19:23:40;2019-05-09 07:27:38;
9/05/19;17;56;10;10059;Anatole France / Zola;OPEN;0;13;8;0;5;0;0;0;2019-05-08 19:23:31;2019-05-08 19:49:39;
9/05/19;17;56;10;7062;Garibaldi / Domer;OPEN;0;19;3;0;16;0;0;0;2019-05-08 19:23:27;2019-05-08 20:08:17;
9/05/19;17;56;10;6007;Masséna;OPEN;0;20;10;0;10;0;0;0;2019-05-08 19:23:20;2019-05-08 19:49:39;
9/05/19;17;56;10;8053;Lumière/Trouilhet;OPEN;0;16;4;0;12;0;0;0;2019-05-08 19:23:32;2019-05-08 20:20:44;
9/05/19;17;56;10;9020;Bourbonnais;OPEN;0;12;8;0;3;0;0;0;2019-05-08 19:23:23;2019-05-09 07:27:38;
9/05/19;17;56;10;10018;Tolstoï / Florian;OPEN;0;21;18;0;3;0;0;0;2019-05-08 19:23:26;2019-05-08 20:20:44;
9/05/19;17;56;10;10034;Docteur Damidot;OPEN;0;10;1;0;8;0;0;0;2019-05-08 19:23:44;2019-05-09 07:27:38;
9/05/19;17;56;10;7061;Jaurès / Université;OPEN;0;20;11;0;9;0;0;0;2019-05-08 19:23:39;2019-05-08 20:08:17;
9/05/19;17;56;10;12002;Poudrette la Soie;OPEN;0;20;3;0;16;0;0;0;2019-05-08 19:23:28;2019-05-09 19:19:17;
9/05/19;17;56;10;3089;Trarieux / Lacassagne;OPEN;0;24;4;0;20;0;0;0;2019-05-08 19:23:51;2019-05-08 20:08:17;
9/05/19;17;56;10;8001;Université Lyon III;OPEN;0;26;10;0;16;0;0;0;2019-05-08 19:23:40;2019-05-08 20:20:44;
9/05/19;17;56;10;10121;Parc du Centre;OPEN;0;16;5;0;11;0;0;0;2019-05-08 19:23:36;2019-05-09 07:27:38;
9/05/19;17;56;10;3051;Place Henri;OPEN;0;13;9;0;4;0;0;0;2019-05-08 19:23:30;2019-05-09 07:27:38;
9/05/19;17;56;10;2042;Joffre / Vaubecour;OPEN;0;20;9;0;10;0;0;0;2019-05-08 19:23:31;2019-05-08 20:08:17;
9/05/19;17;56;10;1002;Opéra;OPEN;0;22;21;0;1;0;0;0;2019-05-08 19:23:31;2019-05-08 19:49:39;
9/05/19;17;56;10;8034;Berthelot / Villon;OPEN;0;13;4;0;9;0;0;0;2019-05-08 19:23:38;2019-05-08 19:49:39;
9/05/19;17;56;10;5041;L'Homme de la Roche;OPEN;0;21;21;0;0;0;0;0;2019-05-08 19:23:42;2019-05-09 07:27:38;
9/05/19;17;56;10;8051;Hôpital St-Jean de Dieu;OPEN;0;20;3;0;17;0;0;0;2019-05-08 19:23:38;2019-05-09 07:27:38;
